text,label
help i feel threatened now,THREAT
help someone is following me please,FOLLOWING
help i reached home safely please,SAFE
help someone is chasing me now,FOLLOWING
quick someone is following me please,FOLLOWING
urgent someone broke into my house,EMERGENCY
help no problem now asap,SAFE
help someone is yelling threats now,THREAT
help i think someone is stalking me immediately,FOLLOWING
i am safe now,SAFE
help safety precautions for women now,PREVENTION
quick someone is following me immediately,FOLLOWING
help give me safety tips immediately,PREVENTION
quick i reached home safely please,SAFE
help someone is following me asap,FOLLOWING
help i feel like i'm being watched,FOLLOWING
i feel secure immediately,SAFE
please i am in danger now,EMERGENCY
help i am being assaulted immediately,EMERGENCY
please someone is following me immediately,FOLLOWING
please i am in danger please,EMERGENCY
quick i am in danger asap,EMERGENCY
someone is bothering me asap,HARASSMENT
quick i think someone is stalking me please,FOLLOWING
please i am getting inappropriate comments asap,HARASSMENT
urgent i am scared right now,THREAT
someone is chasing me now,FOLLOWING
please how to stay safe at night now,PREVENTION
please i am being assaulted,EMERGENCY
quick i feel threatened,THREAT
help this area is dangerous immediately,THREAT
help no problem now asap,SAFE
urgent safety precautions for women,PREVENTION
urgent someone broke into my house asap,EMERGENCY
please someone is yelling threats asap,THREAT
urgent he is abusing me,HARASSMENT
quick someone is following me immediately,FOLLOWING
urgent give me safety tips now,PREVENTION
quick i am scared right now,THREAT
urgent how can i protect myself immediately,PREVENTION
someone is attacking me now,EMERGENCY
urgent someone is bothering me,HARASSMENT
urgent i am in danger please,EMERGENCY
quick how can i protect myself immediately,PREVENTION
help ways to stay safe while traveling immediately,PREVENTION
help i feel secure please,SAFE
quick i am being assaulted asap,EMERGENCY
urgent i am scared right now please,THREAT
i am being assaulted immediately,EMERGENCY
help how to stay safe at night asap,PREVENTION
please i am in danger please,EMERGENCY
urgent safety precautions for women please,PREVENTION
quick everything is okay now,SAFE
someone is yelling threats please,THREAT
quick someone is following me please,FOLLOWING
help help me please immediately,EMERGENCY
quick someone is bothering me immediately,HARASSMENT
i am in danger immediately,EMERGENCY
urgent safety precautions for women,PREVENTION
urgent i feel secure now,SAFE
help someone is attacking me please,EMERGENCY
urgent someone is bothering me please,HARASSMENT
please give me safety tips asap,PREVENTION
someone is yelling threats,THREAT
please someone is bothering me,HARASSMENT
help ways to stay safe while traveling now,PREVENTION
help someone is chasing me now,FOLLOWING
please i am being assaulted asap,EMERGENCY
please i feel threatened now,THREAT
quick this area is dangerous immediately,THREAT
quick i am safe now immediately,SAFE
urgent i feel threatened immediately,THREAT
i think someone is stalking me please,FOLLOWING
help i feel threatened,THREAT
please i feel uncomfortable with someone please,HARASSMENT
quick i reached home safely immediately,SAFE
please someone is bothering me immediately,HARASSMENT
urgent someone is chasing me now,FOLLOWING
quick i am getting inappropriate comments now,HARASSMENT
please someone is chasing me please,FOLLOWING
someone is chasing me immediately,FOLLOWING
quick i feel secure immediately,SAFE
quick someone is bothering me please,HARASSMENT
how can i protect myself asap,PREVENTION
quick i think someone is stalking me please,FOLLOWING
please this place feels unsafe asap,THREAT
urgent ways to stay safe while traveling,PREVENTION
someone is bothering me please,HARASSMENT
help someone is following me asap,FOLLOWING
help someone is bothering me please,HARASSMENT
please this area is dangerous please,THREAT
i am getting inappropriate comments,HARASSMENT
urgent everything is okay please,SAFE
please a man is walking behind me asap,FOLLOWING
quick i feel secure,SAFE
help this place feels unsafe immediately,THREAT
help ways to stay safe while traveling immediately,PREVENTION
please someone is bothering me now,HARASSMENT
urgent he is abusing me asap,HARASSMENT
quick this area is dangerous now,THREAT
urgent i am scared right now immediately,THREAT
urgent i am scared right now asap,THREAT
please someone is attacking me now,EMERGENCY
please i feel secure immediately,SAFE
help how to stay safe at night asap,PREVENTION
urgent someone is bothering me,HARASSMENT
help this place feels unsafe,THREAT
help how to stay safe at night now,PREVENTION
help someone broke into my house immediately,EMERGENCY
urgent someone is attacking me immediately,EMERGENCY
urgent he is abusing me please,HARASSMENT
quick a man is walking behind me now,FOLLOWING
urgent help me please immediately,EMERGENCY
urgent how can i protect myself immediately,PREVENTION
help me please,EMERGENCY
help he is abusing me please,HARASSMENT
urgent this area is dangerous asap,THREAT
please someone is harassing me now,HARASSMENT
urgent no problem now now,SAFE
help no problem now asap,SAFE
everything is okay immediately,SAFE
someone is attacking me,EMERGENCY
quick no problem now,SAFE
quick how to stay safe at night now,PREVENTION
please he is abusing me please,HARASSMENT
please this area is dangerous,THREAT
help give me safety tips asap,PREVENTION
how can i protect myself immediately,PREVENTION
quick i feel threatened please,THREAT
help how to stay safe at night now,PREVENTION
please this place feels unsafe,THREAT
urgent this place feels unsafe immediately,THREAT
quick i feel secure now,SAFE
please someone is harassing me,HARASSMENT
quick someone is bothering me immediately,HARASSMENT
quick someone is following me immediately,FOLLOWING
quick someone is bothering me now,HARASSMENT
quick no problem now,SAFE
please i think someone is stalking me please,FOLLOWING
help i am scared right now now,THREAT
help someone broke into my house,EMERGENCY
quick this place feels unsafe now,THREAT
someone broke into my house please,EMERGENCY
someone is chasing me immediately,FOLLOWING
help how to stay safe at night asap,PREVENTION
help someone is chasing me,FOLLOWING
urgent ways to stay safe while traveling asap,PREVENTION
please i feel threatened please,THREAT
quick help me please now,EMERGENCY
please someone broke into my house immediately,EMERGENCY
please i am scared right now please,THREAT
i am in danger now,EMERGENCY
urgent i am scared right now asap,THREAT
help no problem now asap,SAFE
help this area is dangerous,THREAT
quick he is abusing me asap,HARASSMENT
quick someone is attacking me please,EMERGENCY
urgent i am getting inappropriate comments immediately,HARASSMENT
please give me safety tips immediately,PREVENTION
someone is attacking me asap,EMERGENCY
i am safe now,SAFE
please i reached home safely,SAFE
i feel threatened asap,THREAT
quick i feel secure please,SAFE
quick someone is following me asap,FOLLOWING
someone is attacking me now,EMERGENCY
this area is dangerous,THREAT
urgent someone is bothering me now,HARASSMENT
urgent someone is bothering me,HARASSMENT
urgent i feel threatened,THREAT
urgent how to stay safe at night please,PREVENTION
please someone is bothering me please,HARASSMENT
quick no problem now asap,SAFE
urgent i am scared right now please,THREAT
urgent i am in danger,EMERGENCY
urgent i am in danger now,EMERGENCY
help no problem now please,SAFE
please safety precautions for women,PREVENTION
urgent i reached home safely,SAFE
help give me safety tips please,PREVENTION
urgent ways to stay safe while traveling please,PREVENTION
urgent someone is following me,FOLLOWING
quick everything is okay,SAFE
urgent i am getting inappropriate comments,HARASSMENT
he is abusing me please,HARASSMENT
help i am in danger,EMERGENCY
help i feel uncomfortable with someone immediately,HARASSMENT
quick i am in danger please,EMERGENCY
he is abusing me please,HARASSMENT
please this place feels unsafe immediately,THREAT
quick i am safe now asap,SAFE
please everything is okay now,SAFE
help me please asap,EMERGENCY
urgent safety precautions for women asap,PREVENTION
help everything is okay now,SAFE
urgent i am safe now asap,SAFE
help no problem now please,SAFE
help give me safety tips immediately,PREVENTION
urgent i feel like i'm being watched please,FOLLOWING
please i feel secure asap,SAFE
urgent i feel like i'm being watched please,FOLLOWING
urgent this area is dangerous asap,THREAT
quick i feel secure please,SAFE
safety precautions for women asap,PREVENTION
please i think someone is stalking me asap,FOLLOWING
help someone is following me now,FOLLOWING
help someone is attacking me,EMERGENCY
no problem now now,SAFE
i feel threatened asap,THREAT
please i feel threatened asap,THREAT
help ways to stay safe while traveling immediately,PREVENTION
someone is following me now,FOLLOWING
quick i feel like i'm being watched asap,FOLLOWING
help safety precautions for women immediately,PREVENTION
urgent i feel uncomfortable with someone please,HARASSMENT
please i am scared right now asap,THREAT
someone is harassing me please,HARASSMENT
help i am safe now now,SAFE
quick this place feels unsafe please,THREAT
urgent i feel like i'm being watched,FOLLOWING
quick i am scared right now,THREAT
urgent no problem now immediately,SAFE
urgent he is abusing me now,HARASSMENT
urgent help me please asap,EMERGENCY
quick i feel secure please,SAFE
help i think someone is stalking me immediately,FOLLOWING
everything is okay please,SAFE
help i am safe now asap,SAFE
urgent i think someone is stalking me now,FOLLOWING
urgent someone is attacking me immediately,EMERGENCY
help this place feels unsafe please,THREAT
ways to stay safe while traveling,PREVENTION
help how to stay safe at night please,PREVENTION
urgent i feel like i'm being watched please,FOLLOWING
help everything is okay asap,SAFE
quick i am getting inappropriate comments asap,HARASSMENT
please safety precautions for women immediately,PREVENTION
help i feel uncomfortable with someone asap,HARASSMENT
urgent i feel uncomfortable with someone asap,HARASSMENT
someone is bothering me please,HARASSMENT
urgent he is abusing me immediately,HARASSMENT
this place feels unsafe immediately,THREAT
please i am in danger immediately,EMERGENCY
quick i reached home safely immediately,SAFE
please give me safety tips immediately,PREVENTION
please i am safe now please,SAFE
please someone is attacking me please,EMERGENCY
help someone is following me immediately,FOLLOWING
safety precautions for women asap,PREVENTION
please someone broke into my house please,EMERGENCY
urgent everything is okay immediately,SAFE
quick safety precautions for women please,PREVENTION
help give me safety tips now,PREVENTION
i think someone is stalking me immediately,FOLLOWING
